id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
233,"Generate interview questions based on this resume and job description: Penetration Testing, TensorFlow, PyTorch, Computer Vision, Microservices, Python, AWS, Natural Language Processing | Target Role: Seeking a Cybersecurity Analyst position to protect organizational assets by implementing security measures, conducting vulnerability assessments, and responding to security incidents.",,Cybersecurity Analyst,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
234,"Generate interview questions based on this resume and job description: Ansible, DevOps, AWS, Computer Vision | Target Role: Seeking a challenging role as a Cybersecurity Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
235,"Generate interview questions based on this resume and job description: REST APIs, Natural Language Processing, Python, JavaScript | Target Role: Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Software Developer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
236,"Generate interview questions based on this resume and job description: Deep Learning, Linux, Ansible, Scrum, Solidity, PyTorch, Java | Target Role: Targeting a Machine Learning Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Machine Learning Engineer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
237,"Generate interview questions based on this resume and job description: Node.js, DevOps, Docker, Solidity, Statistics | Target Role: Targeting a Quantum Computing Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,Quantum Computing Specialist,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
238,"Generate interview questions based on this resume and job description: Microservices, PyTorch, DevOps, Network Security, Docker, Statistics, Linux, GraphQL | Target Role: Seeking a challenging role as a Backend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Backend Developer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
239,"Generate interview questions based on this resume and job description: Network Security, DevOps, Computer Vision, React, CI/CD, Deep Learning, Node.js | Target Role: Seeking a challenging role as a Cybersecurity Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
240,"Generate interview questions based on this resume and job description: Data Analysis, DevOps, JavaScript, Node.js | Target Role: Targeting a Big Data Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Big Data Engineer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
241,"Generate interview questions based on this resume and job description: Jenkins, Scrum, Cybersecurity, Blockchain | Target Role: Targeting a Site Reliability Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
242,"Generate interview questions based on this resume and job description: Blockchain, Linux, Natural Language Processing, Terraform, Machine Learning, Microservices, Computer Vision | Target Role: Seeking a challenging role as a Big Data Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Big Data Engineer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
243,"Generate interview questions based on this resume and job description: Cloud Computing, Ansible, Jenkins, Docker, MongoDB, JavaScript, Cybersecurity, Scrum | Target Role: Looking for an opportunity as a Blockchain Engineer to leverage my expertise in robotics and make a meaningful impact in the industry.",,Blockchain Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
244,"Generate interview questions based on this resume and job description: Penetration Testing, TensorFlow, Network Security, MongoDB, Git, JavaScript | Target Role: Seeking a Cybersecurity Analyst position to protect organizational assets by implementing security measures, conducting vulnerability assessments, and responding to security incidents.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
245,"Generate interview questions based on this resume and job description: Git, DevOps, JavaScript, Linux | Target Role: Targeting a Full-Stack Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
246,"Generate interview questions based on this resume and job description: Statistics, REST APIs, Docker, Azure, Agile, SQL, Penetration Testing | Target Role: Targeting a Product Manager position to lead cross-functional teams in building products that meet customer needs and achieve business objectives.",,Machine Learning Engineer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
247,"Generate interview questions based on this resume and job description: Natural Language Processing, Spark, Node.js, Data Analysis, Blockchain, Linux, SQL, AWS | Target Role: Looking for an opportunity as a Cloud Architect to leverage my expertise in information systems and make a meaningful impact in the industry.",,Cloud Architect,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
248,"Generate interview questions based on this resume and job description: Docker, SQL, AWS, React, Natural Language Processing, Spark | Target Role: Looking for a Software Engineer role where I can contribute to full-stack development, write clean and maintainable code, and collaborate with cross-functional teams.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
249,"Generate interview questions based on this resume and job description: Penetration Testing, Docker, Java, Microservices, DevOps, JavaScript, Computer Vision, Kubernetes | Target Role: Looking for an opportunity as a Blockchain Engineer to leverage my expertise in information systems and make a meaningful impact in the industry.",,Blockchain Engineer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
250,"Generate interview questions based on this resume and job description: Microservices, Deep Learning, Spark, Cloud Computing, MongoDB, Linux | Target Role: Seeking a challenging role as an AI Engineer to develop and implement cutting-edge artificial intelligence solutions. Looking to work on machine learning models, neural networks, and AI-driven applications that solve real-world business problems.",,AI Engineer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
251,"Generate interview questions based on this resume and job description: Scrum, Git, Natural Language Processing, Cloud Computing | Target Role: Targeting a DevOps Engineer role to work with containerization technologies, configuration management tools, and cloud platforms to optimize software delivery.",,DevOps Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
252,"Generate interview questions based on this resume and job description: GraphQL, Natural Language Processing, Jenkins, Docker, Blockchain | Target Role: Looking for an opportunity as a Cloud Architect to leverage my expertise in electronics engineering and make a meaningful impact in the industry.",,UI/UX Designer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
253,"Generate interview questions based on this resume and job description: Terraform, AWS, TensorFlow, Linux, Docker, Java, Ansible, GraphQL | Target Role: Seeking a Cybersecurity Analyst position to protect organizational assets by implementing security measures, conducting vulnerability assessments, and responding to security incidents.",,Cybersecurity Analyst,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
254,"Generate interview questions based on this resume and job description: Deep Learning, Spark, Java, Scrum, SQL, Penetration Testing, Azure, DevOps | Target Role: Looking for a Product Manager role where I can leverage market research, user feedback, and data analysis to guide product development decisions.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
255,"Generate interview questions based on this resume and job description: Node.js, TensorFlow, Solidity, Network Security, Linux | Target Role: Targeting a Software Engineer position to work on challenging technical problems and build innovative applications that deliver value to users.",,Full-Stack Developer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
256,"Generate interview questions based on this resume and job description: MongoDB, Solidity, Cybersecurity, JavaScript, Natural Language Processing, DevOps, REST APIs, Ansible | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,Data Scientist,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
257,"Generate interview questions based on this resume and job description: SQL, Cloud Computing, AWS, TensorFlow, Terraform, Azure, REST APIs | Target Role: Looking for an opportunity as a Mobile Applications Developer to leverage my expertise in software engineering and make a meaningful impact in the industry.",,nan,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
258,"Generate interview questions based on this resume and job description: Solidity, CI/CD, SQL, DevOps | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
259,"Generate interview questions based on this resume and job description: GraphQL, Git, Solidity, Statistics | Target Role: Targeting a Frontend Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,Frontend Developer,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
260,"Generate interview questions based on this resume and job description: GraphQL, Solidity, SQL, Python, Natural Language Processing, Data Analysis, Machine Learning | Target Role: Looking for an opportunity as a AI Ethics Officer to leverage my expertise in electronics engineering and make a meaningful impact in the industry.",,nan,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
261,"Generate interview questions based on this resume and job description: SQL, React, MongoDB, GraphQL, TensorFlow, Kubernetes | Target Role: Looking for a UI/UX Designer position where I can combine creativity with analytical thinking to design user-centered interfaces that solve real problems.",,Cybersecurity Analyst,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
262,"Generate interview questions based on this resume and job description: Penetration Testing, Azure, AWS, Data Analysis, Agile, DevOps | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,nan,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
263,"Generate interview questions based on this resume and job description: DevOps, Jenkins, Scrum, Azure, Network Security, Spark | Target Role: Seeking a challenging role as a Prompt Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
264,"Generate interview questions based on this resume and job description: GraphQL, JavaScript, Agile, Scrum, Machine Learning, Python, PyTorch | Target Role: Looking for an opportunity as a Cloud Architect to leverage my expertise in data science and make a meaningful impact in the industry.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
265,"Generate interview questions based on this resume and job description: Agile, Penetration Testing, JavaScript, Azure, Docker | Target Role: Targeting a DevOps Engineer role to work with containerization technologies, configuration management tools, and cloud platforms to optimize software delivery.",,DevOps Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
266,"Generate interview questions based on this resume and job description: Data Analysis, Java, Agile, Microservices, Terraform | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,Prompt Engineer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
267,"Generate interview questions based on this resume and job description: Git, TensorFlow, AWS, CI/CD, JavaScript, PyTorch, SQL, Solidity | Target Role: Seeking a Software Engineer position to develop high-quality, scalable software solutions using modern programming languages and development methodologies.",,MLOps Specialist,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
268,"Generate interview questions based on this resume and job description: AWS, Python, Git, JavaScript, SQL, Agile, Cybersecurity, Ansible | Target Role: Looking for an opportunity as a Full-Stack Developer to leverage my expertise in machine learning and make a meaningful impact in the industry.",,Full-Stack Developer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
269,"Generate interview questions based on this resume and job description: Data Analysis, Docker, Kubernetes, AWS | Target Role: Seeking a challenging role as a Backend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Backend Developer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
270,"Generate interview questions based on this resume and job description: Azure, Java, Penetration Testing, React | Target Role: Targeting a Mobile Applications Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,Cybersecurity Engineer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
271,"Generate interview questions based on this resume and job description: Cybersecurity, Jenkins, Azure, SQL | Target Role: Targeting a Quantum Computing Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,Quantum Computing Specialist,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
272,"Generate interview questions based on this resume and job description: Cybersecurity, Network Security, Java, Node.js, Penetration Testing, AWS | Target Role: Looking for an opportunity as a Prompt Engineer to leverage my expertise in electronics engineering and make a meaningful impact in the industry.",,Prompt Engineer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
273,"Generate interview questions based on this resume and job description: REST APIs, Kafka, GraphQL, Natural Language Processing, Ansible, Kubernetes, Penetration Testing | Target Role: Seeking a challenging role as a Quantum Computing Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Quantum Computing Specialist,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
274,"Generate interview questions based on this resume and job description: AWS, Kafka, Cybersecurity, Linux, MongoDB, Solidity, TensorFlow | Target Role: Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Software Developer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
275,"Generate interview questions based on this resume and job description: Terraform, Statistics, Microservices, Solidity, PyTorch, Machine Learning, Linux | Target Role: Looking for an opportunity as a Machine Learning Engineer to leverage my expertise in electronics engineering and make a meaningful impact in the industry.",,Machine Learning Engineer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
276,"Generate interview questions based on this resume and job description: Statistics, Java, Natural Language Processing, Blockchain | Target Role: Looking for an opportunity as a Big Data Engineer to leverage my expertise in information systems and make a meaningful impact in the industry.",,Big Data Engineer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
277,"Generate interview questions based on this resume and job description: Statistics, Azure, Python, Node.js, Java | Target Role: Targeting a Site Reliability Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
278,"Generate interview questions based on this resume and job description: Cloud Computing, Blockchain, Ansible, Solidity, Microservices, Scrum, Deep Learning | Target Role: Seeking a DevOps Engineer role to bridge development and operations teams by implementing CI/CD pipelines, infrastructure automation, and monitoring solutions.",,DevOps Engineer,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
279,"Generate interview questions based on this resume and job description: Docker, DevOps, Data Analysis, Cybersecurity | Target Role: Targeting a AI Ethics Officer position to utilize my educational background and experience to drive results and achieve career objectives.",,AI Ethics Officer,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
280,"Generate interview questions based on this resume and job description: Cybersecurity, Cloud Computing, Penetration Testing, Agile, GraphQL, Scrum, Statistics | Target Role: Targeting an AI Engineer position to contribute to the development of intelligent systems using Python, TensorFlow, and PyTorch. Eager to work on large-scale AI projects in a collaborative environment.",,AI Engineer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
281,"Generate interview questions based on this resume and job description: Azure, Cloud Computing, Node.js, Data Analysis | Target Role: Targeting a AI Ethics Officer position to utilize my educational background and experience to drive results and achieve career objectives.",,Backend Developer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
282,"Generate interview questions based on this resume and job description: Spark, Docker, Network Security, GraphQL, Microservices | Target Role: Seeking a Cybersecurity Analyst position to protect organizational assets by implementing security measures, conducting vulnerability assessments, and responding to security incidents.",,Cybersecurity Analyst,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
283,"Generate interview questions based on this resume and job description: Microservices, Penetration Testing, Computer Vision, Docker, DevOps | Target Role: Targeting a Quantum Computing Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
284,"Generate interview questions based on this resume and job description: Agile, Data Analysis, Kafka, MongoDB, Computer Vision, REST APIs | Target Role: Targeting a Cloud Architect position to utilize my educational background and experience to drive results and achieve career objectives.",,Prompt Engineer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
285,"Generate interview questions based on this resume and job description: Solidity, Scrum, Deep Learning, Statistics | Target Role: Targeting a MLOps Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
286,"Generate interview questions based on this resume and job description: Azure, Microservices, Jenkins, TensorFlow, AWS, Ansible, Computer Vision, Statistics | Target Role: Seeking a Cybersecurity Analyst position to protect organizational assets by implementing security measures, conducting vulnerability assessments, and responding to security incidents.",,Prompt Engineer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
287,"Generate interview questions based on this resume and job description: TensorFlow, Solidity, Node.js, Network Security, PyTorch, REST APIs | Target Role: Looking for an opportunity as a Blockchain Engineer to leverage my expertise in computer science and make a meaningful impact in the industry.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
288,"Generate interview questions based on this resume and job description: JavaScript, Node.js, Jenkins, Computer Vision | Target Role: Targeting a Blockchain Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Blockchain Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
289,"Generate interview questions based on this resume and job description: Deep Learning, Python, Microservices, Penetration Testing, AWS, Scrum, Agile, Git | Target Role: Targeting a Cybersecurity Analyst role to contribute to the development and maintenance of robust security frameworks, policies, and procedures.",,Cybersecurity Analyst,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
290,"Generate interview questions based on this resume and job description: Network Security, SQL, Solidity, PyTorch, Azure, JavaScript | Target Role: Looking for a Cloud Engineer role where I can architect cloud solutions, automate deployments, and optimize cloud resources for performance and cost-efficiency.",,Cloud Engineer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
291,"Generate interview questions based on this resume and job description: AWS, Machine Learning, DevOps, Cybersecurity, Terraform, Docker, Deep Learning | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
292,"Generate interview questions based on this resume and job description: Git, MongoDB, Cybersecurity, Kubernetes | Target Role: Looking for a DevOps Engineer position where I can streamline software deployment processes, improve system reliability, and foster a culture of continuous integration and delivery.",,DevOps Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
293,"Generate interview questions based on this resume and job description: Azure, Linux, Machine Learning, JavaScript, TensorFlow, Agile, Node.js, AWS | Target Role: Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Software Developer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
294,"Generate interview questions based on this resume and job description: Python, TensorFlow, SQL, Kafka | Target Role: Seeking a challenging role as a AI Ethics Officer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,AI Ethics Officer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
295,"Generate interview questions based on this resume and job description: Git, Scrum, GraphQL, Python | Target Role: Targeting a Cloud Architect position to utilize my educational background and experience to drive results and achieve career objectives.",,Cloud Architect,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
296,"Generate interview questions based on this resume and job description: AWS, Docker, Penetration Testing, Network Security, TensorFlow | Target Role: Seeking a Data Scientist role to apply statistical analysis, machine learning, and data visualization techniques to extract meaningful insights from complex datasets and drive data-driven decision making.",,nan,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
297,"Generate interview questions based on this resume and job description: React, Terraform, TensorFlow, Kubernetes | Target Role: Targeting a Data Scientist position where I can utilize my expertise in Python, R, SQL, and machine learning algorithms to solve business challenges through data analysis and predictive modeling.",,Data Scientist,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
298,"Generate interview questions based on this resume and job description: PyTorch, Microservices, Deep Learning, Node.js, Penetration Testing, Network Security, React | Target Role: Seeking a Product Manager position to drive product strategy, define roadmaps, and collaborate with engineering and design teams to deliver successful products.",,Product Manager,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
299,"Generate interview questions based on this resume and job description: React, Data Analysis, Azure, AWS, Cybersecurity, Terraform, GraphQL, Kubernetes | Target Role: Seeking a challenging role as a Frontend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
300,"Generate interview questions based on this resume and job description: Kafka, Penetration Testing, Cybersecurity, Data Analysis, Python | Target Role: Looking for an opportunity as a AI Ethics Officer to leverage my expertise in information systems and make a meaningful impact in the industry.",,Software Developer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
301,"Generate interview questions based on this resume and job description: REST APIs, Penetration Testing, MongoDB, Solidity, Network Security, Natural Language Processing, SQL, Python | Target Role: Targeting a Site Reliability Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Site Reliability Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
302,"Generate interview questions based on this resume and job description: CI/CD, Cybersecurity, Python, Node.js, Microservices | Target Role: Looking for an opportunity as a Full-Stack Developer to leverage my expertise in robotics and make a meaningful impact in the industry.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
303,"Generate interview questions based on this resume and job description: CI/CD, Cybersecurity, JavaScript, Spark, Ansible, TensorFlow, Node.js | Target Role: Looking for a Cloud Engineer role where I can architect cloud solutions, automate deployments, and optimize cloud resources for performance and cost-efficiency.",,Software Developer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
304,"Generate interview questions based on this resume and job description: Scrum, Solidity, Network Security, Cloud Computing, DevOps, AWS | Target Role: Seeking a Cybersecurity Analyst position to protect organizational assets by implementing security measures, conducting vulnerability assessments, and responding to security incidents.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
305,"Generate interview questions based on this resume and job description: Kubernetes, Data Analysis, AWS, Docker | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,Cybersecurity Analyst,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
306,"Generate interview questions based on this resume and job description: Java, Deep Learning, DevOps, Agile | Target Role: Looking for a Software Engineer role where I can contribute to full-stack development, write clean and maintainable code, and collaborate with cross-functional teams.",,Software Engineer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
307,"Generate interview questions based on this resume and job description: Scrum, Statistics, Cybersecurity, Kubernetes, Terraform | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,nan,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
308,"Generate interview questions based on this resume and job description: Linux, Scrum, Docker, CI/CD | Target Role: Targeting a Quantum Computing Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,Machine Learning Engineer,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
309,"Generate interview questions based on this resume and job description: Docker, Jenkins, Solidity, Agile, AWS, Penetration Testing, JavaScript, Azure | Target Role: Looking for a UI/UX Designer position where I can combine creativity with analytical thinking to design user-centered interfaces that solve real problems.",,UI/UX Designer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
310,"Generate interview questions based on this resume and job description: Java, SQL, Terraform, Solidity, Cloud Computing | Target Role: Seeking a challenging role as a Blockchain Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
311,"Generate interview questions based on this resume and job description: Git, Solidity, Ansible, SQL, Machine Learning, Kafka | Target Role: Seeking a challenging role as a Big Data Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Big Data Engineer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
312,"Generate interview questions based on this resume and job description: SQL, Python, GraphQL, Data Analysis, Jenkins, TensorFlow, Cybersecurity | Target Role: Looking for an opportunity as a Software Developer to leverage my expertise in information technology and make a meaningful impact in the industry.",,Software Developer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
313,"Generate interview questions based on this resume and job description: Git, Penetration Testing, AWS, Statistics, GraphQL, TensorFlow | Target Role: Targeting a Machine Learning Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Cybersecurity Analyst,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
314,"Generate interview questions based on this resume and job description: Cloud Computing, Jenkins, Java, Computer Vision, Kubernetes, React | Target Role: Targeting a Cloud Engineer position to contribute to cloud migration projects and build resilient, scalable cloud-native applications.",,Cloud Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
