id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
115,How do NoSQL databases handle data scaling compared to traditional SQL databases?,NoSQL databases are generally more scalable and provide superior performance for large-scale applications due to their flexibility in handling unstructured data.,Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
116,Explain the use of hooks in React.,Hooks are functions that let you 'hook into' React state and lifecycle features from function components.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
117,What is Infrastructure as Code (IaC) and its significance in DevOps?,"IaC is the management of infrastructure (networks, virtual machines, load balancers, etc.) in a descriptive model, using code, which increases development and deployment speed.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
118,Describe the process of memoization in programming.,Memoization is an optimization technique used to speed up programs by storing the results of expensive function calls.,Full-stack,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
119,What are the advantages of using a microservices architecture?,"Advantages include easier scalability, flexibility in choosing technology, better fault isolation, and improved continuous deployment.",Back-end,General,Easy,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
120,Explain the SOLID principles in software engineering.,"SOLID stands for Single Responsibility, Open-Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion principles, guiding towards more maintainable, understandable, and flexible software.",Full-stack,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
121,What is lazy loading in web development?,"Lazy loading is a design pattern that delays loading of non-critical resources at page load time, reducing initial load time and page weight.",Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
122,Discuss the role of a load balancer in a distributed system.,A load balancer distributes network or application traffic across multiple servers to enhance responsiveness and availability of applications.,DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
123,How does indexing improve database query performance?,"Indexing speeds up data retrieval operations by effectively creating a smaller, faster version of the database table.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
124,Explain event delegation in JavaScript.,Event delegation refers to the practice of using a single event listener to manage all events of a specific type for child elements.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
125,Explain the concept of 'closure' in JavaScript.,A closure is a function that remembers its outer variables and can access them.,Front-end,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
126,Describe the use of Docker in a DevOps environment.,"Docker allows for packaging applications in containers, facilitating consistent deployment across different environments.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
127,What is a 'race condition' in software development?,A race condition occurs when the system's behavior depends on the sequence or timing of other uncontrollable events.,Back-end,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
128,How would you optimize a website's load time?,"Optimizations can include minimizing HTTP requests, using CDNs, compressing files, caching, etc.",Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
129,What is the difference between SQL and NoSQL databases?,"SQL databases are structured, use SQL, and are better for complex queries. NoSQL databases are flexible, scale well, and are good for hierarchical data storage.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
130,Can you explain the concept of 'state' in React?,State in React is an object that holds some information that may change over the lifecycle of the component.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
131,What is continuous integration in DevOps?,Continuous integration is the practice of automating the integration of code changes into a software project.,DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
132,How do you implement a binary search algorithm?,"Binary search involves repeatedly dividing in half the portion of the list that could contain the item, until you've narrowed the possibilities to just one.",Full-stack,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
133,Describe the MVC architecture.,"MVC architecture stands for Model-View-Controller, separating the application into three interconnected components.",Full-stack,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
134,What are microservices and how do they differ from monolithic architectures?,"Microservices are a software development techniquea variant of the service-oriented architecture architectural style that structures an application as a collection of loosely coupled services. In a monolithic architecture, all components are interconnected and interdependent.",Back-end,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
135,Explain the difference between '==' and '===' in JavaScript.,"'==' compares values after type conversion, while '===' compares both value and type.",Front-end,General,Easy,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
136,What is Kubernetes and how does it relate to containerization?,"Kubernetes is an open-source platform for automating deployment, scaling, and operations of application containers across clusters of hosts.",DevOps,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
137,Describe how you would implement a RESTful API in a back-end application.,"A RESTful API is implemented by setting up HTTP routes (GET, POST, PUT, DELETE) and handling requests and responses in a stateless manner, often using JSON.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
138,What are the benefits of server-side rendering vs client-side rendering?,"Server-side rendering improves initial page load time and SEO, while client-side rendering is good for dynamic websites with less initial loading content.",Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
139,How do NoSQL databases handle data scaling compared to traditional SQL databases?,NoSQL databases are generally more scalable and provide superior performance for large-scale applications due to their flexibility in handling unstructured data.,Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
140,Explain the use of hooks in React.,Hooks are functions that let you 'hook into' React state and lifecycle features from function components.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
141,What is Infrastructure as Code (IaC) and its significance in DevOps?,"IaC is the management of infrastructure (networks, virtual machines, load balancers, etc.) in a descriptive model, using code, which increases development and deployment speed.",DevOps,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
142,Describe the process of memoization in programming.,Memoization is an optimization technique used to speed up programs by storing the results of expensive function calls.,Full-stack,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
143,What are the advantages of using a microservices architecture?,"Advantages include easier scalability, flexibility in choosing technology, better fault isolation, and improved continuous deployment.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
144,Explain the SOLID principles in software engineering.,"SOLID stands for Single Responsibility, Open-Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion principles, guiding towards more maintainable, understandable, and flexible software.",Full-stack,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
145,What is lazy loading in web development?,"Lazy loading is a design pattern that delays loading of non-critical resources at page load time, reducing initial load time and page weight.",Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
146,Discuss the role of a load balancer in a distributed system.,A load balancer distributes network or application traffic across multiple servers to enhance responsiveness and availability of applications.,DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
147,How does indexing improve database query performance?,"Indexing speeds up data retrieval operations by effectively creating a smaller, faster version of the database table.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
148,Explain event delegation in JavaScript.,Event delegation refers to the practice of using a single event listener to manage all events of a specific type for child elements.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
149,Explain the concept of 'closure' in JavaScript.,A closure is a function that remembers its outer variables and can access them.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
150,Describe the use of Docker in a DevOps environment.,"Docker allows for packaging applications in containers, facilitating consistent deployment across different environments.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
151,Design a distributed key-value store.,"Focus on data partitioning, replication for fault tolerance, consistency models, and handling node failures.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
152,Implement a function to check if a binary tree is balanced.,Use a recursive function to check the height of each subtree; return false if the difference is more than one.,Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
153,Design a URL shortening service like bit.ly.,"Consider efficient hashing, collision resolution, database schema, scalability, and API rate limiting.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
154,Design a recommendation system for a large e-commerce platform.,"Use collaborative filtering, content-based filtering, or hybrid methods; consider scalability and real-time processing.",Machine Learning,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
155,Write an algorithm to find the median of a stream of numbers.,"Use two heaps (max heap for lower half, min heap for upper half) to maintain the median.",Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
156,Explain the Raft consensus algorithm.,"Discuss leader election, log replication, safety, and how Raft achieves consensus in a distributed system.",Distributed Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
157,"Optimize a global, high-traffic content delivery network.","Use strategies like caching, edge locations, load balancing, and optimizing routing and data compression.",Networking,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
158,Design a chat application that can scale to millions of users.,"Consider websocket protocol for real-time communication, efficient message broadcasting, and scalable backend architecture.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
159,Implement a garbage collector for a programming language.,"Understand memory management concepts like mark-and-sweep, reference counting, and generational collection.",Low-level Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
160,Design a scalable notification system for a social network.,"Focus on system architecture, push vs. pull models, handling peak loads, database optimization, and message queuing.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
161,Explain the workings of the TCP protocol for a low-latency network.,"Focus on the three-way handshake, congestion control (like TCP Fast Open, and CUBIC), and optimizing for reduced latency.",Networking,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
162,Design and implement a concurrent hash map.,Implement with fine-grained locking or lock-free techniques to ensure thread safety and high concurrency.,Data Structures,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
163,Find the Kth largest element in a stream of numbers.,"Utilize a min-heap to keep track of the K largest elements, ensuring efficient insertion and extraction.",Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
164,Implement Google's PageRank algorithm.,Use graph-based algorithms focusing on eigenvector calculation and iterative approaches.,Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
165,Design an API rate limiter for a web service.,"Use token bucket or leaky bucket algorithms, consider distributed storage for scalability.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
166,Optimize database queries for a high-traffic website.,"Focus on indexing, query optimization, using caching, database sharding, and efficient schema design.",Database Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
167,Create a secure and scalable authentication system for a web application.,"Implement OAuth for third-party integrations, use JWT for stateless authentication, and ensure protection against common security vulnerabilities.",Security,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
168,Design a system for efficient storage and retrieval of large-scale time-series data.,"Optimize for write-heavy loads, use time-based partitioning, efficient indexing, and consider data compression techniques.",Database Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
169,Explain how a blockchain works and how to implement one.,"Focus on cryptographic hashing, decentralized consensus algorithms (like Proof of Work), and the maintenance of a distributed ledger.",Distributed Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
170,Design an efficient parking lot management system.,"Use object-oriented design principles, focus on efficiently handling different vehicle sizes, and optimizing space usage.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
171,Develop a machine learning model to predict stock prices.,"Consider time series analysis, regression models, and reinforcement learning; pay attention to features and data preprocessing.",Machine Learning,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
172,Write a custom memory allocator for a C++ application.,"Discuss memory pool allocation, handling fragmentation, and optimizing for allocation/deallocation speed.",Low-level Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
173,Design a real-time multiplayer online game architecture.,"Focus on handling high network traffic, efficient state synchronization, latency reduction, and scalability.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
174,Implement a distributed file system.,"Address challenges in data distribution, replication, fault tolerance, consistency, and performance.",Distributed Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
175,Optimize a search algorithm for a large dataset in a distributed environment.,Implement distributed searching algorithms like MapReduce for scalability and efficiency.,Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
176,Design a data pipeline for processing big data in real-time.,"Utilize stream processing frameworks (like Apache Kafka, Spark Streaming), ensure fault tolerance, and manage backpressure.",Data Engineering,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
177,Build a high-frequency trading system and discuss its components.,"Focus on low latency, high throughput, reliable data feeds, order execution systems, and concurrent algorithms.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
178,Develop a deep learning model to analyze and interpret medical images.,"Use convolutional neural networks, pay attention to dataset quality and preprocessing, and handle class imbalances.",Machine Learning,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
179,Create an AI that can play a complex board game at a competitive level.,"Implement advanced AI techniques like Monte Carlo Tree Search, deep learning, and reinforcement learning.",Artificial Intelligence,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
180,Design a fraud detection system for online transactions.,"Use machine learning for anomaly detection, implement rule-based systems for known fraud patterns, ensure real-time processing.",Security,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
181,Implement a distributed graph processing framework.,"Discuss vertex-centric computation, message passing between nodes, and optimizations for large-scale processing.",Distributed Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
182,Design a global video streaming service like Netflix.,"Focus on CDN usage, adaptive bitrate streaming, content caching strategies, and handling peak traffic loads.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
183,Create a system to efficiently match job seekers with job postings.,"Use NLP for parsing resumes, implement ranking algorithms, and optimize for search and matching efficiency.",Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
184,Design and implement a large-scale distributed cache system.,"Consider consistency, data partitioning, eviction policies, and fault tolerance in distributed caching.",Distributed Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
185,Optimize network protocols for a satellite communication system.,"Address latency, data loss, and bandwidth issues; optimize for long-distance and high-latency networks.",Networking,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
186,Develop an autonomous vehicle's path planning algorithm.,"Implement algorithms considering real-time obstacle avoidance, dynamic path adjustments, and efficient routing.",Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
187,Design a scalable and reliable messaging system for a large corporation.,"Utilize message queues (like Kafka, RabbitMQ), ensure fault tolerance, and implement load balancing.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
188,Implement a natural language processing algorithm to understand and answer user queries.,"Use NLP techniques like tokenization, parsing, and deep learning models for understanding and generating responses.",Machine Learning,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
189,Create an efficient algorithm for real-time anomaly detection in network traffic.,Implement statistical models or machine learning algorithms to detect unusual patterns indicative of anomalies.,Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
190,Design a system to manage and process Internet of Things (IoT) data.,"Focus on handling large-scale data influx, real-time processing, data storage, and analytics.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
191,Build a compiler for a new programming language.,"Discuss lexical analysis, parsing, syntax tree generation, semantic analysis, and code generation.",Low-level Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
192,Implement a robust text editor with features like auto-complete and syntax highlighting.,"Consider efficient data structures for text storage (like gap buffers), and algorithms for syntax parsing.",Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
193,Design a scalable infrastructure for an online advertising platform.,"Focus on handling high-volume traffic, data analytics, ad targeting algorithms, and ensuring low-latency responses.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
194,Develop a machine learning algorithm to detect fake news on social media.,"Use NLP for text analysis, implement classification algorithms, and consider the challenge of unstructured data.",Machine Learning,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
195,Optimize an SQL database for a high-volume financial transaction system.,"Focus on transaction isolation levels, indexing strategies, query optimization, and database sharding.",Database Systems,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
196,Design a cloud-based virtual desktop infrastructure.,"Address virtualization technologies, resource allocation, security, and remote access protocols.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
197,Create a real-time sports analytics system using sensor data.,"Utilize streaming data processing, machine learning for pattern recognition, and efficient data storage solutions.",Data Engineering,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
198,Implement a quantum algorithm for solving a well-known computational problem.,"Discuss quantum computing principles, qubit manipulation, and specific algorithms like Grover's or Shor's algorithm.",Algorithms,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
199,Design a secure mobile payment system for developing countries.,"Focus on security protocols, offline capabilities, user authentication, and low-resource optimizations.",Security,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
200,Build a scalable image processing pipeline for a photo-sharing app.,"Implement distributed processing, efficient storage, and consider ML techniques for feature extraction.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
