id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
173,Explain the difference between pointers and dictionary.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
174,Explain the difference between pointers and lambda function.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
175,Explain the difference between pointers and virtual memory.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
176,Explain the difference between pointers and exception handling.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
177,Explain the difference between pointers and binary search.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
178,Explain the difference between pointers and linked list.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
179,Explain the difference between pointers and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
180,Explain the difference between pointers and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
181,Explain the difference between REST API and SQL injection.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
182,Explain the difference between REST API and multithreading.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
183,Explain the difference between REST API and deadlock.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
184,Explain the difference between REST API and garbage collection.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
185,Explain the difference between REST API and Big O notation.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
186,Explain the difference between REST API and stack.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
187,Explain the difference between REST API and queue.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
188,Explain the difference between REST API and dictionary.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
189,Explain the difference between REST API and lambda function.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
190,Explain the difference between REST API and virtual memory.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
191,Explain the difference between REST API and exception handling.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
192,Explain the difference between REST API and binary search.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
193,Explain the difference between REST API and linked list.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
194,Explain the difference between REST API and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
195,Explain the difference between REST API and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
196,Explain the difference between SQL injection and multithreading.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
197,Explain the difference between SQL injection and deadlock.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
198,Explain the difference between SQL injection and garbage collection.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
199,Explain the difference between SQL injection and Big O notation.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
200,Explain the difference between SQL injection and stack.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
201,Explain the difference between SQL injection and queue.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
202,Explain the difference between SQL injection and dictionary.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
203,Explain the difference between SQL injection and lambda function.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
204,Explain the difference between SQL injection and virtual memory.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
205,Explain the difference between SQL injection and exception handling.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
206,Explain the difference between SQL injection and binary search.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
207,Explain the difference between SQL injection and linked list.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
208,Explain the difference between SQL injection and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
209,Explain the difference between SQL injection and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
210,Explain the difference between multithreading and deadlock.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
211,Explain the difference between multithreading and garbage collection.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
212,Explain the difference between multithreading and Big O notation.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
213,Explain the difference between multithreading and stack.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
214,Explain the difference between multithreading and queue.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
215,Explain the difference between multithreading and dictionary.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
216,Explain the difference between multithreading and lambda function.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
217,Explain the difference between multithreading and virtual memory.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
218,Explain the difference between multithreading and exception handling.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
219,Explain the difference between multithreading and binary search.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
220,Explain the difference between multithreading and linked list.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
221,Explain the difference between multithreading and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
222,Explain the difference between multithreading and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
223,Explain the difference between deadlock and garbage collection.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
224,Explain the difference between deadlock and Big O notation.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
225,Explain the difference between deadlock and stack.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
226,Explain the difference between deadlock and queue.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
227,Explain the difference between deadlock and dictionary.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
228,Explain the difference between deadlock and lambda function.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
229,Explain the difference between deadlock and virtual memory.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
230,Explain the difference between deadlock and exception handling.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
231,Explain the difference between deadlock and binary search.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
232,Explain the difference between deadlock and linked list.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
233,Explain the difference between deadlock and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
234,Explain the difference between deadlock and interface.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
235,Explain the difference between garbage collection and Big O notation.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
236,Explain the difference between garbage collection and stack.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
237,Explain the difference between garbage collection and queue.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
238,Explain the difference between garbage collection and dictionary.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
239,Explain the difference between garbage collection and lambda function.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
240,Explain the difference between garbage collection and virtual memory.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
241,Explain the difference between garbage collection and exception handling.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
242,Explain the difference between garbage collection and binary search.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
243,Explain the difference between garbage collection and linked list.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
244,Explain the difference between garbage collection and merge sort.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
245,Explain the difference between garbage collection and interface.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
246,Explain the difference between Big O notation and stack.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
247,Explain the difference between Big O notation and queue.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
248,Explain the difference between Big O notation and dictionary.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
249,Explain the difference between Big O notation and lambda function.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
250,Explain the difference between Big O notation and virtual memory.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
251,Explain the difference between Big O notation and exception handling.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
252,Explain the difference between Big O notation and binary search.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
253,Explain the difference between Big O notation and linked list.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
254,Explain the difference between Big O notation and merge sort.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
255,Explain the difference between Big O notation and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
256,Explain the difference between stack and queue.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
257,Explain the difference between stack and dictionary.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
258,Explain the difference between stack and lambda function.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
259,Explain the difference between stack and virtual memory.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
260,Explain the difference between stack and exception handling.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
261,Explain the difference between stack and binary search.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
262,Explain the difference between stack and linked list.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
263,Explain the difference between stack and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
264,Explain the difference between stack and interface.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
265,Explain the difference between queue and dictionary.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
266,Explain the difference between queue and lambda function.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
267,Explain the difference between queue and virtual memory.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
268,Explain the difference between queue and exception handling.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
269,Explain the difference between queue and binary search.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
270,Explain the difference between queue and linked list.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
271,Explain the difference between queue and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
272,Explain the difference between queue and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
273,Explain the difference between dictionary and lambda function.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
274,Explain the difference between dictionary and virtual memory.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
275,Explain the difference between dictionary and exception handling.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
276,Explain the difference between dictionary and binary search.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
277,Explain the difference between dictionary and linked list.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
278,Explain the difference between dictionary and merge sort.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
279,Explain the difference between dictionary and interface.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
280,Explain the difference between lambda function and virtual memory.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
281,Explain the difference between lambda function and exception handling.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
282,Explain the difference between lambda function and binary search.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
283,Explain the difference between lambda function and linked list.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
284,Explain the difference between lambda function and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
285,Explain the difference between lambda function and interface.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
286,Explain the difference between virtual memory and exception handling.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
287,Explain the difference between virtual memory and binary search.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
288,Explain the difference between virtual memory and linked list.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
289,Explain the difference between virtual memory and merge sort.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
290,Explain the difference between virtual memory and interface.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
291,Explain the difference between exception handling and binary search.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
292,Explain the difference between exception handling and linked list.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
293,Explain the difference between exception handling and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
294,Explain the difference between exception handling and interface.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
295,Explain the difference between binary search and linked list.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
296,Explain the difference between binary search and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
297,Explain the difference between binary search and interface.,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
298,Explain the difference between linked list and merge sort.,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
299,Explain the difference between linked list and interface.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
300,Explain the difference between merge sort and interface.,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
301,What is list and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
302,What is tuple and how is it used?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
303,What is array and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
304,What is hashmap and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
305,What is recursion and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
306,What is inheritance and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
307,What is encapsulation and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
308,What is polymorphism and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
309,What is pointers and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
310,What is REST API and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
311,What is SQL injection and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
312,What is multithreading and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
313,What is deadlock and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
314,What is garbage collection and how is it used?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
315,What is Big O notation and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
316,What is stack and how is it used?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
317,What is queue and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
318,What is dictionary and how is it used?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
319,What is lambda function and how is it used?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
320,What is virtual memory and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
321,What is exception handling and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
322,What is binary search and how is it used?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
323,What is linked list and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
324,What is merge sort and how is it used?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
325,What is interface and how is it used?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
326,How does list work internally?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
327,How does tuple work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
328,How does array work internally?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
329,How does hashmap work internally?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
330,How does recursion work internally?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
331,How does inheritance work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
332,How does encapsulation work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
333,How does polymorphism work internally?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
334,How does pointers work internally?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
335,How does REST API work internally?,,Technical,Software Engineer,hard,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
336,How does SQL injection work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
337,How does multithreading work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
338,How does deadlock work internally?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
339,How does garbage collection work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
340,How does Big O notation work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
341,How does stack work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
342,How does queue work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
343,How does dictionary work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
344,How does lambda function work internally?,,Technical,Software Engineer,easy,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
345,How does virtual memory work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
346,How does exception handling work internally?,,Technical,Software Engineer,medium,Kaggle,HR Technical Interview,HR/Technical,English,"hr, technical, interview",2026-07-09 12:52:35
